ts,embb_ue_count,embb_bps,embb_rtt,embb_rate,embb_action,urllc_ue_count,urllc_bps,urllc_max_rtt,urllc_rate,urllc_action,mmtc_ue_count,mmtc_bps,mmtc_rtt,mmtc_rate,mmtc_action
2026-01-19T17:16:44.571016Z,1,0,72.702,50mbit,none,1,0,0.199,10mbit,none,1,0,0.220,500kbit,none
2026-01-19T17:16:46.172025Z,1,0,0.345,50mbit,none,1,0,,10mbit,none,1,0,0.174,500kbit,none
2026-01-19T17:16:48.172192Z,1,0,0.321,50mbit,none,1,0,0.224,10mbit,none,1,0,0.163,500kbit,none
2026-01-19T17:16:50.226652Z,1,0,0.336,50mbit,none,1,0,0.150,10mbit,none,1,0,0.209,500kbit,none
2026-01-19T17:16:52.331372Z,1,0,0.310,50mbit,none,1,0,0.204,10mbit,none,1,0,0.162,500kbit,none
2026-01-19T17:16:54.172242Z,1,0,202.028,50mbit,none,1,0,0.394,10mbit,urllc_warn,1,0,0.885,500kbit,none
2026-01-19T17:16:56.172796Z,1,0,217.087,50mbit,none,1,0,0.256,10mbit,none,1,0,0.175,500kbit,none
2026-01-19T17:16:58.172791Z,1,0,235.349,50mbit,none,1,0,0.456,10mbit,urllc_warn,1,0,0.286,500kbit,none
2026-01-19T17:17:00.172554Z,1,0,1.419,50mbit,none,1,0,,10mbit,none,1,0,0.346,500kbit,none
2026-01-19T17:17:02.172442Z,1,0,451.087,50mbit,none,1,0,0.306,10mbit,urllc_warn,1,0,0.177,500kbit,none
2026-01-19T17:17:04.426654Z,1,0,0.345,50mbit,none,1,0,0.282,10mbit,none,1,0,0.175,500kbit,none
2026-01-19T17:17:06.172297Z,1,0,156.927,50mbit,none,1,0,0.242,10mbit,none,1,0,0.154,500kbit,none
2026-01-19T17:17:08.226491Z,1,0,0.298,50mbit,none,1,0,0.157,10mbit,none,1,0,0.148,500kbit,none
2026-01-19T17:17:10.172482Z,1,0,121.136,50mbit,none,1,0,0.297,10mbit,none,1,0,0.142,500kbit,none
2026-01-19T17:17:12.172506Z,1,0,0.378,50mbit,none,1,0,,10mbit,none,1,0,0.191,500kbit,none
2026-01-19T17:17:14.172954Z,1,0,170.853,50mbit,none,1,0,1.131,10mbit,urllc_self_alert,1,0,0.163,500kbit,none
2026-01-19T17:17:16.172358Z,1,0,141.387,50mbit,none,1,0,0.200,10mbit,none,1,0,0.170,500kbit,none
2026-01-19T17:17:18.172677Z,1,0,0.347,50mbit,none,1,0,0.181,10mbit,none,1,0,0.168,500kbit,none
2026-01-19T17:17:20.172150Z,1,0,7.087,50mbit,none,1,0,0.216,10mbit,none,1,0,0.175,500kbit,none
2026-01-19T17:17:22.172210Z,1,0,116.732,50mbit,none,1,0,0.389,10mbit,urllc_warn,1,0,0.229,500kbit,none
2026-01-19T17:17:24.172261Z,1,0,7.342,50mbit,none,1,0,0.188,10mbit,none,1,0,0.193,500kbit,none
2026-01-19T17:17:26.172878Z,1,0,250.569,50mbit,none,1,0,0.236,10mbit,none,1,0,0.291,500kbit,none
2026-01-19T17:17:28.172134Z,1,0,42.565,50mbit,none,1,0,0.179,10mbit,none,1,0,0.129,500kbit,none
2026-01-19T17:17:30.172218Z,1,0,0.307,50mbit,none,1,0,0.125,10mbit,none,1,0,0.207,500kbit,none
2026-01-19T17:17:32.172500Z,1,0,82.077,50mbit,none,1,0,0.196,10mbit,none,1,0,0.244,500kbit,none
2026-01-19T17:17:34.172489Z,1,0,161.706,50mbit,none,1,0,0.257,10mbit,none,1,0,0.178,500kbit,none
2026-01-19T17:17:36.172474Z,1,0,0.433,50mbit,none,1,0,,10mbit,none,1,0,0.298,500kbit,none
2026-01-19T17:17:38.172498Z,1,0,0.433,50mbit,none,1,0,0.147,10mbit,none,1,0,0.220,500kbit,none
2026-01-19T17:17:40.172956Z,1,0,0.789,50mbit,none,1,0,,10mbit,none,1,0,0.193,500kbit,none
2026-01-19T17:17:42.172273Z,1,0,0.417,50mbit,none,1,0,,10mbit,none,1,0,0.190,500kbit,none
2026-01-19T17:17:44.172565Z,1,0,0.383,50mbit,none,1,0,0.170,10mbit,none,1,0,0.153,500kbit,none
2026-01-19T17:17:46.172736Z,1,0,0.475,50mbit,none,1,0,0.195,10mbit,none,1,0,0.158,500kbit,none
2026-01-19T17:17:48.172257Z,1,0,0.407,50mbit,none,1,0,0.160,10mbit,none,1,0,0.236,500kbit,none
2026-01-19T17:17:50.172723Z,1,0,0.346,50mbit,none,1,0,,10mbit,none,1,0,0.210,500kbit,none
2026-01-19T17:17:52.172938Z,1,0,0.453,50mbit,none,1,0,0.189,10mbit,none,1,0,0.145,500kbit,none
2026-01-19T17:17:54.172401Z,1,0,0.400,50mbit,none,1,0,,10mbit,none,1,0,0.229,500kbit,none
2026-01-19T17:17:56.172966Z,1,0,0.376,50mbit,none,1,0,0.144,10mbit,none,1,0,0.152,500kbit,none
2026-01-19T17:17:58.172461Z,1,0,0.385,50mbit,none,1,0,0.200,10mbit,none,1,0,0.251,500kbit,none
2026-01-19T17:18:00.172166Z,1,0,0.431,50mbit,none,1,0,0.176,10mbit,none,1,0,0.147,500kbit,none
2026-01-19T17:18:02.172776Z,1,0,0.386,50mbit,none,1,0,0.147,10mbit,none,1,0,0.146,500kbit,none
2026-01-19T17:18:04.172613Z,1,0,0.338,50mbit,none,1,0,0.151,10mbit,none,1,0,0.157,500kbit,none
2026-01-19T17:18:06.172369Z,1,0,0.356,50mbit,none,1,0,,10mbit,none,1,0,0.175,500kbit,none
2026-01-19T17:18:08.172723Z,1,1320,0.333,50mbit,none,1,1286,0.218,10mbit,none,1,1286,0.153,500kbit,none
2026-01-19T17:18:10.172461Z,1,3573,0.370,50mbit,none,1,3406,0.215,10mbit,none,1,3509,0.148,500kbit,none
2026-01-19T17:18:12.172422Z,1,7129,0.419,50mbit,none,1,6429,0.164,10mbit,none,1,6762,0.192,500kbit,none
2026-01-19T17:18:14.172199Z,1,11061,2.053,50mbit,none,1,9958,0.302,10mbit,urllc_warn,1,10394,0.226,500kbit,none
2026-01-19T17:18:16.172124Z,1,13957,0.347,50mbit,none,1,12721,0.257,10mbit,none,1,13252,0.234,500kbit,none
2026-01-19T17:18:18.172280Z,1,15648,0.357,50mbit,none,1,14678,0.199,10mbit,none,1,15178,0.196,500kbit,none
2026-01-19T17:18:20.172648Z,1,15609,0.377,50mbit,none,1,14414,0.187,10mbit,none,1,15409,0.169,500kbit,none
2026-01-19T17:18:22.172591Z,1,15673,0.337,50mbit,none,1,14614,0.124,10mbit,none,1,15509,0.208,500kbit,none
2026-01-19T17:18:24.172372Z,1,15640,0.428,50mbit,none,1,14348,,10mbit,none,1,15245,0.181,500kbit,none
2026-01-19T17:18:26.326660Z,1,15760,0.279,50mbit,none,1,14489,0.198,10mbit,none,1,15325,,800kbit,self_bump
2026-01-19T17:18:28.172691Z,1,15514,10.992,50mbit,none,1,14478,,10mbit,none,1,15214,0.258,500kbit,restore
2026-01-19T17:18:30.172401Z,1,15414,11.373,50mbit,none,1,14648,0.233,10mbit,none,1,15414,,800kbit,self_bump
2026-01-19T17:18:32.172827Z,1,15430,21.048,50mbit,none,1,14670,0.239,10mbit,none,1,15170,0.186,500kbit,restore
2026-01-19T17:18:34.196366Z,1,15778,0.419,50mbit,none,1,14678,0.242,10mbit,none,1,15156,,800kbit,self_bump
2026-01-19T17:18:36.172759Z,1,15981,0.400,50mbit,none,1,14609,,10mbit,none,1,15086,0.176,500kbit,restore
2026-01-19T17:18:38.172767Z,1,15884,0.344,50mbit,none,1,14709,0.193,10mbit,none,1,14948,0.172,500kbit,none
2026-01-19T17:18:40.172165Z,1,15717,0.314,50mbit,none,1,14550,0.162,10mbit,none,1,14876,0.191,500kbit,none
2026-01-19T17:18:42.172338Z,1,15353,0.373,50mbit,none,1,15064,0.237,10mbit,none,1,14912,0.290,500kbit,none
2026-01-19T17:18:44.172122Z,1,15184,0.403,50mbit,none,1,15636,,10mbit,none,1,15248,0.154,500kbit,none
2026-01-19T17:18:46.176693Z,1,15081,0.336,50mbit,none,1,15636,0.179,10mbit,none,1,15081,0.173,500kbit,none
2026-01-19T17:18:48.172668Z,1,15342,0.338,50mbit,none,1,15492,0.257,10mbit,none,1,15314,0.556,500kbit,none
2026-01-19T17:18:50.172611Z,1,15609,0.456,50mbit,none,1,14286,,10mbit,none,1,15353,0.179,500kbit,none
2026-01-19T17:18:52.172483Z,1,15678,0.345,50mbit,none,1,14048,0.159,10mbit,none,1,15620,0.233,500kbit,none
2026-01-19T17:18:54.172160Z,1,15781,3.610,50mbit,none,1,13378,,10mbit,none,1,15317,0.161,500kbit,none
2026-01-19T17:18:56.172546Z,1,15581,0.388,50mbit,none,1,14242,0.194,10mbit,none,1,14812,0.528,500kbit,none
2026-01-19T17:18:58.172184Z,1,15545,0.410,50mbit,none,1,14306,0.192,10mbit,none,1,14809,0.295,500kbit,none
2026-01-19T17:19:00.172760Z,1,15381,0.526,50mbit,none,1,15117,,10mbit,none,1,14578,0.189,500kbit,none
2026-01-19T17:19:02.172282Z,1,15310,0.357,50mbit,none,1,14817,,10mbit,none,1,14742,0.226,500kbit,none
2026-01-19T17:19:04.172481Z,1,15246,0.369,50mbit,none,1,14086,,10mbit,none,1,15084,0.162,500kbit,none
2026-01-19T17:19:06.172433Z,1,15513,0.362,50mbit,none,1,13542,,10mbit,none,1,15250,0.204,500kbit,none
2026-01-19T17:19:08.281053Z,1,15401,0.325,50mbit,none,1,13429,0.258,10mbit,none,1,15350,0.219,500kbit,none
2026-01-19T17:19:10.176274Z,1,15281,0.353,50mbit,none,1,14206,,10mbit,none,1,15317,0.163,500kbit,none
2026-01-19T17:19:12.172506Z,1,14212,35.777,50mbit,none,1,13780,0.318,10mbit,urllc_warn,1,14721,0.189,500kbit,none
2026-01-19T17:19:14.172167Z,1,14528,0.364,50mbit,none,1,13996,0.183,10mbit,none,1,14360,0.219,500kbit,none
2026-01-19T17:19:16.231308Z,1,14865,0.192,50mbit,none,1,14465,0.254,10mbit,none,1,13788,0.168,500kbit,none
2026-01-19T17:19:18.172553Z,1,15612,21.260,50mbit,none,1,14648,0.216,10mbit,none,1,14514,0.230,500kbit,none
2026-01-19T17:19:20.401040Z,1,15558,0.238,50mbit,none,1,14881,0.207,10mbit,none,1,14789,0.170,500kbit,none
2026-01-19T17:19:22.172617Z,1,15184,106.133,50mbit,none,1,14468,0.237,10mbit,none,1,15056,0.191,500kbit,none
2026-01-19T17:19:24.172164Z,1,14968,16.448,50mbit,none,1,14645,0.180,10mbit,none,1,15022,0.156,500kbit,none
2026-01-19T17:19:26.406112Z,1,14965,0.315,50mbit,none,1,13942,0.181,10mbit,none,1,15276,0.170,500kbit,none
2026-01-19T17:19:28.172406Z,1,15274,21.671,50mbit,none,1,13440,0.375,10mbit,urllc_warn,1,15650,0.170,500kbit,none
2026-01-19T17:19:30.266423Z,1,15061,0.246,50mbit,none,1,13160,0.206,10mbit,none,1,14893,0.113,500kbit,none
2026-01-19T17:19:32.172765Z,1,14998,111.092,50mbit,none,1,13346,0.210,10mbit,none,1,15032,0.259,500kbit,none
2026-01-19T17:19:34.185810Z,1,14077,0.329,50mbit,none,1,12913,0.168,10mbit,none,1,13921,0.206,500kbit,none
2026-01-19T17:19:36.401259Z,1,14670,0.227,50mbit,none,1,13593,0.224,10mbit,none,1,14812,0.203,500kbit,none
2026-01-19T17:19:38.172269Z,1,14500,102.140,50mbit,none,1,14073,0.190,10mbit,none,1,14573,0.201,500kbit,none
2026-01-19T17:19:40.291553Z,1,15520,0.310,50mbit,none,1,15292,0.202,10mbit,none,1,14773,0.292,500kbit,none
2026-01-19T17:19:42.172874Z,1,15428,0.320,50mbit,none,1,14981,,10mbit,none,1,14506,0.167,500kbit,none
2026-01-19T17:19:44.280946Z,1,15901,0.211,50mbit,none,1,15170,0.140,10mbit,none,1,14576,0.194,500kbit,none
2026-01-19T17:19:46.172493Z,1,15161,71.673,50mbit,none,1,15034,0.179,10mbit,none,1,14342,0.312,500kbit,none
2026-01-19T17:19:48.176514Z,1,15309,0.319,50mbit,none,1,14945,0.283,10mbit,none,1,14142,,800kbit,self_bump
2026-01-19T17:19:50.172752Z,1,15122,110.766,50mbit,none,1,14322,0.191,10mbit,none,1,14378,0.227,500kbit,restore
2026-01-19T17:19:52.172637Z,1,14809,80.957,50mbit,none,1,13213,0.223,10mbit,none,1,14452,0.221,500kbit,none
2026-01-19T17:19:54.172233Z,1,15332,0.301,50mbit,none,1,14206,0.193,10mbit,none,1,15612,0.174,500kbit,none
2026-01-19T17:19:56.172467Z,1,14638,91.961,50mbit,none,1,14285,0.241,10mbit,none,1,14546,0.276,500kbit,none
2026-01-19T17:19:58.172520Z,1,15674,91.500,50mbit,none,1,15578,0.264,10mbit,none,1,15209,0.224,500kbit,none
2026-01-19T17:20:00.172276Z,1,14876,226.767,50mbit,none,1,14418,0.205,10mbit,none,1,14496,0.375,500kbit,none
2026-01-19T17:20:02.172584Z,1,15328,46.638,50mbit,none,1,14373,0.223,10mbit,none,1,15222,0.178,500kbit,none
2026-01-19T17:20:04.172141Z,1,15361,181.687,50mbit,none,1,14312,0.198,10mbit,none,1,14953,0.165,500kbit,none
2026-01-19T17:20:06.326433Z,1,15753,0.204,50mbit,none,1,14928,0.178,10mbit,none,1,14740,0.183,500kbit,none
2026-01-19T17:20:08.172381Z,1,15810,101.843,50mbit,none,1,15277,0.333,10mbit,urllc_warn,1,14806,0.184,500kbit,none
2026-01-19T17:20:10.172350Z,1,15644,86.647,50mbit,none,1,14941,0.188,10mbit,none,1,15073,,800kbit,self_bump
2026-01-19T17:20:12.172359Z,1,15358,96.600,50mbit,none,1,14925,0.232,10mbit,none,1,15040,0.183,500kbit,restore
2026-01-19T17:20:14.172350Z,1,15276,96.768,50mbit,none,1,14476,0.268,10mbit,none,1,15140,0.210,500kbit,none
2026-01-19T17:20:16.172543Z,1,15512,81.410,50mbit,none,1,14873,0.179,10mbit,none,1,15206,0.193,500kbit,none
2026-01-19T17:20:18.366917Z,1,14932,0.233,50mbit,none,1,14252,0.202,10mbit,none,1,14749,0.343,500kbit,none
2026-01-19T17:20:20.172276Z,1,14985,86.641,50mbit,none,1,14685,0.281,10mbit,none,1,14482,0.190,500kbit,none
2026-01-19T17:20:22.172292Z,1,14746,281.989,50mbit,none,1,13818,0.245,10mbit,none,1,14652,0.217,500kbit,none
2026-01-19T17:20:24.171255Z,1,15290,0.352,50mbit,none,1,13640,,10mbit,none,1,15442,0.166,500kbit,none
2026-01-19T17:20:26.172493Z,1,15442,0.358,50mbit,none,1,13542,0.134,10mbit,none,1,15581,0.209,500kbit,none
2026-01-19T17:20:28.172343Z,1,15681,36.707,50mbit,none,1,14309,0.159,10mbit,none,1,15120,,800kbit,self_bump
2026-01-19T17:20:30.246879Z,1,15753,0.348,50mbit,none,1,14712,0.201,10mbit,none,1,14858,0.177,500kbit,restore
2026-01-19T17:20:32.172388Z,1,15886,122.383,50mbit,none,1,14678,0.159,10mbit,none,1,15022,,800kbit,self_bump
2026-01-19T17:20:34.172432Z,1,15650,0.324,50mbit,none,1,14150,0.163,10mbit,none,1,15386,0.261,500kbit,restore
2026-01-19T17:20:36.357040Z,1,15730,0.255,50mbit,none,1,14450,,10mbit,none,1,15050,0.284,500kbit,none
2026-01-19T17:20:38.172615Z,1,15414,102.685,50mbit,none,1,14348,0.184,10mbit,none,1,14884,0.224,500kbit,none
2026-01-19T17:20:40.172198Z,1,15345,0.348,50mbit,none,1,14609,0.272,10mbit,none,1,14414,0.229,500kbit,none
2026-01-19T17:20:43.082908Z,1,15296,216.380,50mbit,none,1,14673,0.216,10mbit,none,1,14881,2.202,800kbit,self_bump
2026-01-19T17:20:44.171568Z,1,13525,0.282,50mbit,none,1,12962,,10mbit,none,1,13065,0.194,500kbit,restore
2026-01-19T17:20:46.172240Z,1,13488,0.209,50mbit,none,1,13212,0.234,10mbit,none,1,13312,0.308,500kbit,none
2026-01-19T17:20:48.172268Z,1,13502,0.217,50mbit,none,1,13132,0.250,10mbit,none,1,13498,,800kbit,self_bump
2026-01-19T17:20:50.316939Z,1,14973,0.258,50mbit,none,1,14236,0.153,10mbit,none,1,14874,0.185,500kbit,restore
2026-01-19T17:20:52.172436Z,1,14350,202.832,50mbit,none,1,14046,0.211,10mbit,none,1,14644,0.773,500kbit,none
2026-01-19T17:20:54.246992Z,1,14401,0.327,50mbit,none,1,13776,,10mbit,none,1,14254,0.209,500kbit,none
2026-01-19T17:20:56.316476Z,1,15130,3.417,50mbit,none,1,14288,,10mbit,none,1,14728,0.202,500kbit,none
2026-01-19T17:20:58.256821Z,1,15640,0.228,50mbit,none,1,14480,0.164,10mbit,none,1,15278,0.172,500kbit,none
2026-01-19T17:21:00.172469Z,1,15780,0.279,50mbit,none,1,14730,,10mbit,none,1,15614,0.206,500kbit,none
2026-01-19T17:21:02.172236Z,1,15561,0.384,50mbit,none,1,14758,,10mbit,none,1,15445,0.175,500kbit,none
2026-01-19T17:21:04.341895Z,1,16025,0.681,50mbit,none,1,14720,0.240,10mbit,none,1,15517,0.299,500kbit,none
2026-01-19T17:21:06.172634Z,1,15736,71.546,50mbit,none,1,14706,0.209,10mbit,none,1,15014,0.185,500kbit,none
2026-01-19T17:21:08.246774Z,1,15602,0.281,50mbit,none,1,14773,0.195,10mbit,none,1,15320,0.235,500kbit,none
2026-01-19T17:21:10.172737Z,1,10902,,50mbit,none,1,10420,,10mbit,none,1,10592,,800kbit,self_bump
2026-01-19T17:21:12.925090Z,1,6013,,50mbit,none,1,5500,648.859,10mbit,urllc_self_alert,1,6165,0.297,500kbit,restore
2026-01-19T17:21:14.926375Z,1,1220,,50mbit,none,1,993,,10mbit,none,1,1026,,800kbit,self_bump
2026-01-19T17:21:16.925601Z,1,720,,50mbit,none,1,400,,10mbit,none,1,480,,800kbit,none
2026-01-19T17:21:18.925437Z,1,480,,50mbit,none,1,320,,10mbit,none,1,160,,800kbit,none
2026-01-19T17:21:28.222941Z,1,320,,50mbit,none,1,320,,10mbit,none,1,320,,800kbit,none
2026-01-19T17:21:30.646317Z,1,160,,50mbit,none,1,240,,10mbit,none,1,240,,800kbit,none
2026-01-19T17:21:32.647290Z,1,240,,50mbit,none,1,320,2068.413,10mbit,urllc_self_alert,1,320,,800kbit,none
2026-01-19T17:21:37.198970Z,1,80,,50mbit,none,1,80,,10mbit,none,1,80,1.275,800kbit,none
2026-01-19T17:21:39.200370Z,1,80,508.767,50mbit,none,1,80,0.457,10mbit,urllc_warn,1,80,0.256,500kbit,restore
2026-01-19T17:21:42.171897Z,1,0,,50mbit,none,1,0,,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T17:21:55.377769Z,1,0,0.287,50mbit,none,1,0,0.350,10mbit,urllc_warn,1,0,0.186,500kbit,restore
2026-01-19T17:21:59.546837Z,1,0,,50mbit,none,1,0,,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T17:22:08.248210Z,1,0,,50mbit,none,1,0,,10mbit,none,1,0,100.512,800kbit,none
2026-01-19T17:22:12.738074Z,1,0,0.260,50mbit,none,1,0,0.290,10mbit,none,1,0,0.158,500kbit,restore
2026-01-19T17:22:14.739674Z,1,0,,50mbit,none,1,0,,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T17:22:18.052766Z,1,0,,50mbit,none,1,0,,10mbit,none,1,0,,800kbit,none
2026-01-19T17:22:20.053136Z,1,0,,50mbit,none,1,0,,10mbit,none,1,0,,800kbit,none
2026-01-19T17:22:22.053592Z,1,0,,50mbit,none,1,0,,10mbit,none,1,0,,800kbit,none
2026-01-19T17:22:24.403718Z,1,0,,50mbit,none,1,0,,10mbit,none,1,0,,800kbit,none
2026-01-19T17:22:29.020459Z,1,0,1508.891,50mbit,none,1,0,,10mbit,none,1,0,1.045,800kbit,none
2026-01-19T17:22:31.021368Z,1,0,,50mbit,none,1,0,,10mbit,none,1,0,,800kbit,none
2026-01-19T17:22:42.006790Z,1,0,0.285,50mbit,none,1,0,,10mbit,none,1,0,0.231,500kbit,restore
2026-01-19T17:22:53.999396Z,1,0,0.862,50mbit,none,1,0,0.185,10mbit,none,1,0,,800kbit,self_bump
