timestamp,datetime,urllc_rtt_ms,urllc_rtt_max_ms,urllc_fails,embb_mbps,embb_rate_mbit,mmtc_msgs,mmtc_rate_per_min,sla_violated,orchestrator_type,orchestrator_state,violation_streak,recovery_streak,action_taken,decision_latency_ms,reasoning,node_cpu_percent,node_memory_percent,traffic_level,orchestrator_label,embb_ue_count,urllc_ue_count,mmtc_ue_count,run_id,sample_index,root_cause_assessment,reasoning_category,lever_validity_score,candidate_action,wla_activated,wrong_action_prevented,memory_retrieval_count,memory_assisted,memory_reinforced,memory_overridden,tokens_used,confidence
1780931516.030332,2026-06-08 20:41:56,12.9,17.1,0,125.3,1000,191,95.5,0,agentic,0,0,11,no_action,129.6,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.80.,73.4,63.4,high,agentic,3,3,5,rb_high_20260608_224136,10,nominal,no_intervention,0.799,no_action,0,0,2,0,0,0,196,0.869
1780931518.030332,2026-06-08 20:41:58,13.51,19.1,0,105.1,1000,367,183.5,0,agentic,0,0,12,no_action,217.6,RTT=13.5ms within SLA. Root cause: nominal. No intervention required. LVS=0.94.,87.0,71.8,high,agentic,3,3,5,rb_high_20260608_224136,11,nominal,no_intervention,0.939,no_action,0,0,5,1,1,0,410,0.97
1780931520.030332,2026-06-08 20:42:00,13.18,14.3,0,179.9,1000,199,99.5,0,agentic,0,0,13,no_action,130.0,RTT=13.2ms within SLA. Root cause: nominal. No intervention required. LVS=0.90.,74.6,67.9,high,agentic,3,3,5,rb_high_20260608_224136,12,nominal,no_intervention,0.903,no_action,0,0,1,1,1,0,451,0.97
1780931522.030332,2026-06-08 20:42:02,13.13,21.7,0,188.6,1000,466,233.0,0,agentic,0,0,14,no_action,347.4,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.93.,76.0,75.5,high,agentic,3,3,5,rb_high_20260608_224136,13,nominal,no_intervention,0.933,no_action,0,0,1,1,1,0,228,0.97
1780931524.030332,2026-06-08 20:42:04,13.28,15.4,0,233.8,1000,394,197.0,0,agentic,0,0,15,no_action,249.7,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.92.,72.4,64.6,high,agentic,3,3,5,rb_high_20260608_224136,14,nominal,no_intervention,0.921,no_action,0,0,4,1,1,0,468,0.97
1780931526.030332,2026-06-08 20:42:06,13.33,18.5,0,143.3,1000,409,204.5,0,agentic,0,0,16,no_action,234.7,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.83.,87.3,67.1,high,agentic,3,3,5,rb_high_20260608_224136,15,nominal,no_intervention,0.827,no_action,0,0,5,1,1,0,201,0.921
1780931528.030332,2026-06-08 20:42:08,13.13,16.8,0,157.0,1000,428,214.0,0,agentic,0,0,17,no_action,362.4,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.78.,76.7,67.7,high,agentic,3,3,5,rb_high_20260608_224136,16,nominal,no_intervention,0.777,no_action,0,0,5,0,0,0,276,0.923
1780931530.030332,2026-06-08 20:42:10,13.31,17.4,0,160.7,1000,417,208.5,0,agentic,0,0,18,no_action,373.3,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.79.,80.2,78.4,high,agentic,3,3,5,rb_high_20260608_224136,17,nominal,no_intervention,0.792,no_action,0,0,2,1,1,0,249,0.891
1780931532.030332,2026-06-08 20:42:12,13.09,16.0,0,187.6,1000,399,199.5,0,agentic,0,0,19,no_action,167.3,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.72.,73.3,75.4,high,agentic,3,3,5,rb_high_20260608_224136,18,nominal,no_intervention,0.722,no_action,0,0,1,1,1,0,173,0.761
1780931534.030332,2026-06-08 20:42:14,13.12,15.2,0,155.3,1000,468,234.0,0,agentic,0,0,20,no_action,284.4,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.83.,79.7,73.5,high,agentic,3,3,5,rb_high_20260608_224136,19,nominal,no_intervention,0.826,no_action,0,0,5,1,0,0,202,0.877
1780931536.030332,2026-06-08 20:42:16,12.33,17.3,0,217.0,1000,518,259.0,0,agentic,0,0,21,no_action,349.8,RTT=12.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.74.,77.5,64.2,high,agentic,3,3,5,rb_high_20260608_224136,20,nominal,no_intervention,0.742,no_action,0,0,4,1,1,0,457,0.861
1780931538.030332,2026-06-08 20:42:18,12.57,13.4,0,136.1,1000,435,217.5,0,agentic,0,0,22,no_action,304.8,RTT=12.6ms within SLA. Root cause: nominal. No intervention required. LVS=0.81.,74.7,70.5,high,agentic,3,3,5,rb_high_20260608_224136,21,nominal,no_intervention,0.815,no_action,0,0,1,1,1,0,360,0.918
1780931540.030332,2026-06-08 20:42:20,13.02,18.0,0,114.6,1000,518,259.0,0,agentic,0,0,23,no_action,343.7,RTT=13.0ms within SLA. Root cause: nominal. No intervention required. LVS=0.75.,78.1,75.1,high,agentic,3,3,5,rb_high_20260608_224136,22,nominal,no_intervention,0.75,no_action,0,0,4,1,1,0,164,0.874
1780931542.030332,2026-06-08 20:42:22,12.77,18.5,0,153.1,1000,310,155.0,0,agentic,0,0,24,no_action,87.7,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.81.,76.7,70.1,high,agentic,3,3,5,rb_high_20260608_224136,23,nominal,no_intervention,0.806,no_action,0,0,3,0,0,0,218,0.89
1780931544.030332,2026-06-08 20:42:24,12.49,19.6,0,149.8,1000,434,217.0,0,agentic,0,0,25,no_action,107.1,RTT=12.5ms within SLA. Root cause: nominal. No intervention required. LVS=0.89.,80.8,62.0,high,agentic,3,3,5,rb_high_20260608_224136,24,nominal,no_intervention,0.893,no_action,0,0,4,1,1,0,185,0.97
1780931546.030332,2026-06-08 20:42:26,12.89,15.8,0,173.7,1000,435,217.5,0,agentic,0,0,26,no_action,87.4,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.87.,75.9,66.7,high,agentic,3,3,5,rb_high_20260608_224136,25,nominal,no_intervention,0.874,no_action,0,0,4,1,1,0,287,0.956
1780931548.030332,2026-06-08 20:42:28,13.46,16.0,0,174.5,1000,494,247.0,0,agentic,0,0,27,no_action,221.5,RTT=13.5ms within SLA. Root cause: nominal. No intervention required. LVS=0.76.,76.0,75.4,high,agentic,3,3,5,rb_high_20260608_224136,26,nominal,no_intervention,0.76,no_action,0,0,2,0,0,0,440,0.794
1780931550.030332,2026-06-08 20:42:30,13.65,16.1,0,142.6,1000,608,304.0,0,agentic,0,0,28,no_action,259.7,RTT=13.7ms within SLA. Root cause: nominal. No intervention required. LVS=0.74.,75.2,73.0,high,agentic,3,3,5,rb_high_20260608_224136,27,nominal,no_intervention,0.738,no_action,0,0,1,1,1,0,343,0.918
1780931552.030332,2026-06-08 20:42:32,12.82,18.3,0,162.0,1000,507,253.5,0,agentic,0,0,29,no_action,273.2,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.77.,74.8,73.7,high,agentic,3,3,5,rb_high_20260608_224136,28,nominal,no_intervention,0.771,no_action,0,0,4,1,1,0,385,0.82
1780931554.030332,2026-06-08 20:42:34,13.19,18.1,0,186.6,1000,352,176.0,0,agentic,0,0,30,no_action,157.9,RTT=13.2ms within SLA. Root cause: nominal. No intervention required. LVS=0.87.,74.7,70.3,high,agentic,3,3,5,rb_high_20260608_224136,29,nominal,no_intervention,0.866,no_action,0,0,5,1,1,0,165,0.906
1780931556.030332,2026-06-08 20:42:36,12.62,22.3,0,7.9,1000,442,221.0,0,agentic,0,0,31,no_action,175.9,RTT=12.6ms within SLA. Root cause: nominal. No intervention required. LVS=0.92.,74.9,68.0,high,agentic,3,3,5,rb_high_20260608_224136,30,nominal,no_intervention,0.915,no_action,0,0,3,0,0,0,204,0.97
1780931558.030332,2026-06-08 20:42:38,12.75,21.1,0,8.7,1000,365,182.5,0,agentic,0,0,32,no_action,145.9,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.84.,78.6,70.7,high,agentic,3,3,5,rb_high_20260608_224136,31,nominal,no_intervention,0.839,no_action,0,0,3,1,1,0,471,0.904
1780931560.030332,2026-06-08 20:42:40,12.38,20.3,0,4.9,1000,509,254.5,0,agentic,0,0,33,no_action,215.4,RTT=12.4ms within SLA. Root cause: nominal. No intervention required. LVS=0.90.,80.9,71.6,high,agentic,3,3,5,rb_high_20260608_224136,32,nominal,no_intervention,0.896,no_action,0,0,4,1,1,0,197,0.97
1780931562.030332,2026-06-08 20:42:42,12.43,22.2,0,8.6,1000,449,224.5,0,agentic,0,0,34,no_action,233.4,RTT=12.4ms within SLA. Root cause: nominal. No intervention required. LVS=0.95.,73.2,62.0,high,agentic,3,3,5,rb_high_20260608_224136,33,nominal,no_intervention,0.947,no_action,0,0,5,1,1,0,225,0.97
1780931564.030332,2026-06-08 20:42:44,12.77,23.3,0,8.8,1000,352,176.0,0,agentic,0,0,35,no_action,301.2,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.90.,77.0,73.6,high,agentic,3,3,5,rb_high_20260608_224136,34,nominal,no_intervention,0.901,no_action,0,0,1,1,1,0,428,0.954
1780931566.030332,2026-06-08 20:42:46,12.66,16.5,0,8.4,1000,386,193.0,0,agentic,0,0,36,no_action,188.4,RTT=12.7ms within SLA. Root cause: nominal. No intervention required. LVS=0.78.,78.4,70.7,high,agentic,3,3,5,rb_high_20260608_224136,35,nominal,no_intervention,0.781,no_action,0,0,1,0,0,0,168,0.858
1780931568.030332,2026-06-08 20:42:48,12.95,20.1,0,9.8,1000,328,164.0,0,agentic,0,0,37,no_action,367.7,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.94.,82.4,72.9,high,agentic,3,3,5,rb_high_20260608_224136,36,nominal,no_intervention,0.944,no_action,0,0,2,0,0,0,441,0.97
1780931570.030332,2026-06-08 20:42:50,13.14,19.8,0,7.4,1000,292,146.0,0,agentic,0,0,38,no_action,175.9,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.81.,86.2,72.1,high,agentic,3,3,5,rb_high_20260608_224136,37,nominal,no_intervention,0.805,no_action,0,0,3,1,1,0,435,0.918
1780931572.030332,2026-06-08 20:42:52,13.42,17.7,0,8.5,1000,475,237.5,0,agentic,0,0,39,no_action,162.9,RTT=13.4ms within SLA. Root cause: nominal. No intervention required. LVS=0.82.,73.5,73.5,high,agentic,3,3,5,rb_high_20260608_224136,38,nominal,no_intervention,0.822,no_action,0,0,5,1,1,0,409,0.93
1780931574.030332,2026-06-08 20:42:54,13.37,18.3,0,11.5,1000,249,124.5,0,agentic,0,0,40,no_action,184.9,RTT=13.4ms within SLA. Root cause: nominal. No intervention required. LVS=0.93.,73.5,72.1,high,agentic,3,3,5,rb_high_20260608_224136,39,nominal,no_intervention,0.925,no_action,0,0,2,1,1,0,395,0.97
1780931576.030332,2026-06-08 20:42:56,12.75,17.0,0,8.4,1000,441,220.5,0,agentic,0,0,41,no_action,302.5,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.74.,72.0,67.6,high,agentic,3,3,5,rb_high_20260608_224136,40,nominal,no_intervention,0.741,no_action,0,0,2,1,1,0,215,0.883
1780931578.030332,2026-06-08 20:42:58,12.82,21.0,0,10.2,1000,389,194.5,0,agentic,0,0,42,no_action,229.3,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.86.,69.8,67.7,high,agentic,3,3,5,rb_high_20260608_224136,41,nominal,no_intervention,0.857,no_action,0,0,3,1,1,0,294,0.97
1780931580.030332,2026-06-08 20:43:00,12.73,19.6,0,7.9,1000,306,153.0,0,agentic,0,0,43,no_action,376.4,RTT=12.7ms within SLA. Root cause: nominal. No intervention required. LVS=0.79.,65.0,72.0,high,agentic,3,3,5,rb_high_20260608_224136,42,nominal,no_intervention,0.788,no_action,0,0,2,1,1,0,345,0.931
1780931582.030332,2026-06-08 20:43:02,15.09,22.8,0,8.5,200,433,216.5,1,agentic,1,1,0,no_action,373.6,Candidate action identified but root cause is 'transient_spike' (LVS=0.39 < threshold). WLA overrides to no_action — prevents non-causal intervention on transient event.,85.4,73.5,high,agentic,3,3,5,rb_high_20260608_224136,43,transient_spike,wla_override,0.391,throttle_embb,1,1,5,0,0,0,196,0.535
1780931584.030332,2026-06-08 20:43:04,13.54,20.4,0,7.1,200,420,210.0,0,agentic,1,0,1,hold_throttle,146.0,"Maintaining throttle. RTT=13.5ms, root cause: nominal. Recovery streak not met. LVS=0.94.",75.0,64.3,high,agentic,3,3,5,rb_high_20260608_224136,44,nominal,hold_stable,0.943,hold_throttle,0,0,1,0,0,0,467,0.97
1780931586.030332,2026-06-08 20:43:06,13.61,17.6,0,8.5,200,388,194.0,0,agentic,1,0,2,hold_throttle,293.1,"Maintaining throttle. RTT=13.6ms, root cause: nominal. Recovery streak not met. LVS=0.91.",74.0,70.9,high,agentic,3,3,5,rb_high_20260608_224136,45,nominal,hold_stable,0.907,hold_throttle,0,0,3,0,0,0,438,0.97
1780931588.030332,2026-06-08 20:43:08,17.25,19.2,0,8.2,200,541,270.5,1,agentic,1,1,0,no_action,148.7,Candidate action identified but root cause is 'recovery_phase' (LVS=0.52 < threshold). WLA overrides to no_action — prevents non-causal intervention on transient event.,81.1,72.8,high,agentic,3,3,5,rb_high_20260608_224136,46,recovery_phase,wla_override,0.515,throttle_embb,1,1,3,0,0,0,336,0.555
1780931590.030332,2026-06-08 20:43:10,13.12,19.8,0,5.8,200,452,226.0,0,agentic,1,0,1,hold_throttle,221.4,"Maintaining throttle. RTT=13.1ms, root cause: nominal. Recovery streak not met. LVS=0.89.",82.3,63.4,high,agentic,3,3,5,rb_high_20260608_224136,47,nominal,hold_stable,0.89,hold_throttle,0,0,2,1,1,0,449,0.97
1780931592.030332,2026-06-08 20:43:12,13.11,23.0,0,7.4,200,337,168.5,0,agentic,1,0,2,hold_throttle,365.5,"Maintaining throttle. RTT=13.1ms, root cause: nominal. Recovery streak not met. LVS=0.86.",77.2,69.7,high,agentic,3,3,5,rb_high_20260608_224136,48,nominal,hold_stable,0.86,hold_throttle,0,0,4,1,1,0,393,0.95
1780931594.030332,2026-06-08 20:43:14,12.8,14.3,0,7.5,200,395,197.5,0,agentic,1,0,3,hold_throttle,189.2,"Maintaining throttle. RTT=12.8ms, root cause: nominal. Recovery streak not met. LVS=0.85.",77.4,77.8,high,agentic,3,3,5,rb_high_20260608_224136,49,nominal,hold_stable,0.854,hold_throttle,0,0,5,1,1,0,174,0.97
1780931596.030332,2026-06-08 20:43:16,13.22,18.7,0,8.9,400,414,207.0,0,agentic,1,0,4,restore_embb,303.3,RTT stable at 13.2ms. Root cause: recovery_phase. Graduated eMBB restore. LVS=0.92.,76.7,69.2,high,agentic,3,3,5,rb_high_20260608_224136,50,recovery_phase,graduated_restore,0.917,restore_embb,0,0,4,0,0,0,212,0.97
1780931598.030332,2026-06-08 20:43:18,13.28,16.7,0,7.6,400,364,182.0,0,agentic,1,0,5,no_action,227.8,RTT=13.3ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.80.,77.3,61.5,high,agentic,3,3,5,rb_high_20260608_224136,51,recovery_phase,no_intervention,0.798,no_action,0,0,3,0,0,0,301,0.882
1780931600.030332,2026-06-08 20:43:20,12.81,20.7,0,6.8,400,423,211.5,0,agentic,1,0,6,no_action,344.0,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.81.,82.3,66.2,high,agentic,3,3,5,rb_high_20260608_224136,52,nominal,no_intervention,0.81,no_action,0,0,2,0,0,0,176,0.943
1780931602.030332,2026-06-08 20:43:22,13.04,19.3,0,8.2,400,500,250.0,0,agentic,1,0,7,no_action,263.2,RTT=13.0ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.82.,85.6,65.5,high,agentic,3,3,5,rb_high_20260608_224136,53,recovery_phase,no_intervention,0.821,no_action,0,0,4,1,0,1,186,0.97
1780931604.030332,2026-06-08 20:43:24,13.05,15.4,0,8.9,400,338,169.0,0,agentic,1,0,8,no_action,322.9,RTT=13.1ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.79.,77.1,71.1,high,agentic,3,3,5,rb_high_20260608_224136,54,recovery_phase,no_intervention,0.789,no_action,0,0,2,1,1,0,315,0.848
1780931606.030332,2026-06-08 20:43:26,12.41,13.9,0,8.7,800,452,226.0,0,agentic,1,0,9,restore_embb,271.4,RTT stable at 12.4ms. Root cause: nominal. Graduated eMBB restore. LVS=0.90.,74.6,76.1,high,agentic,3,3,5,rb_high_20260608_224136,55,nominal,graduated_restore,0.9,restore_embb,0,0,1,0,0,0,458,0.97
1780931608.030332,2026-06-08 20:43:28,13.49,19.4,0,9.4,800,452,226.0,0,agentic,1,0,10,no_action,179.8,RTT=13.5ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.83.,81.0,67.8,high,agentic,3,3,5,rb_high_20260608_224136,56,recovery_phase,no_intervention,0.832,no_action,0,0,1,1,1,0,337,0.936
1780931610.030332,2026-06-08 20:43:30,13.02,17.5,0,13.2,800,447,223.5,0,agentic,1,0,11,no_action,142.9,RTT=13.0ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.87.,72.8,70.4,high,agentic,3,3,5,rb_high_20260608_224136,57,recovery_phase,no_intervention,0.867,no_action,0,0,2,1,1,0,332,0.967
1780931612.030332,2026-06-08 20:43:32,13.7,18.4,0,10.4,800,523,261.5,0,agentic,1,0,12,no_action,239.5,RTT=13.7ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.92.,78.7,67.8,high,agentic,3,3,5,rb_high_20260608_224136,58,recovery_phase,no_intervention,0.923,no_action,0,0,4,1,0,0,369,0.97
1780931614.030332,2026-06-08 20:43:34,12.86,18.4,0,6.3,800,420,210.0,0,agentic,1,0,13,no_action,90.4,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.91.,76.1,69.4,high,agentic,3,3,5,rb_high_20260608_224136,59,nominal,no_intervention,0.914,no_action,0,0,3,1,1,0,236,0.97
1780931616.030332,2026-06-08 20:43:36,13.48,24.0,0,6.6,1000,451,225.5,0,agentic,0,0,14,restore_embb,165.2,RTT stable at 13.5ms. Root cause: recovery_phase. Graduated eMBB restore. LVS=0.83.,74.7,76.4,high,agentic,3,3,5,rb_high_20260608_224136,60,recovery_phase,graduated_restore,0.834,restore_embb,0,0,3,1,0,0,271,0.953
1780931618.030332,2026-06-08 20:43:38,12.91,18.0,0,6.2,1000,444,222.0,0,agentic,0,0,15,no_action,365.5,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.75.,71.7,64.7,high,agentic,3,3,5,rb_high_20260608_224136,61,nominal,no_intervention,0.748,no_action,0,0,2,0,0,0,307,0.819
1780931620.030332,2026-06-08 20:43:40,12.75,22.2,0,10.0,1000,381,190.5,0,agentic,0,0,16,no_action,84.8,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.94.,74.0,68.0,high,agentic,3,3,5,rb_high_20260608_224136,62,nominal,no_intervention,0.937,no_action,0,0,5,0,0,0,295,0.97
1780931622.030332,2026-06-08 20:43:42,13.23,18.0,0,7.9,1000,346,173.0,0,agentic,0,0,17,no_action,373.3,RTT=13.2ms within SLA. Root cause: nominal. No intervention required. LVS=0.94.,72.7,71.4,high,agentic,3,3,5,rb_high_20260608_224136,63,nominal,no_intervention,0.938,no_action,0,0,1,0,0,0,377,0.97
1780931624.030332,2026-06-08 20:43:44,12.63,16.4,0,9.3,1000,384,192.0,0,agentic,0,0,18,no_action,197.4,RTT=12.6ms within SLA. Root cause: nominal. No intervention required. LVS=0.85.,88.1,63.6,high,agentic,3,3,5,rb_high_20260608_224136,64,nominal,no_intervention,0.851,no_action,0,0,4,0,0,0,299,0.953
1780931626.030332,2026-06-08 20:43:46,13.74,19.5,0,7.4,1000,349,174.5,0,agentic,0,0,19,no_action,146.0,RTT=13.7ms within SLA. Root cause: nominal. No intervention required. LVS=0.94.,79.9,84.8,high,agentic,3,3,5,rb_high_20260608_224136,65,nominal,no_intervention,0.938,no_action,0,0,2,1,1,0,395,0.969
1780931628.030332,2026-06-08 20:43:48,13.01,18.7,0,6.8,1000,420,210.0,0,agentic,0,0,20,no_action,125.7,RTT=13.0ms within SLA. Root cause: nominal. No intervention required. LVS=0.76.,85.5,67.7,high,agentic,3,3,5,rb_high_20260608_224136,66,nominal,no_intervention,0.756,no_action,0,0,3,1,0,0,281,0.844
1780931630.030332,2026-06-08 20:43:50,13.49,19.8,0,6.7,1000,360,180.0,0,agentic,0,0,21,no_action,246.0,RTT=13.5ms within SLA. Root cause: nominal. No intervention required. LVS=0.73.,78.4,71.0,high,agentic,3,3,5,rb_high_20260608_224136,67,nominal,no_intervention,0.731,no_action,0,0,5,1,0,0,160,0.847
1780931632.030332,2026-06-08 20:43:52,12.67,18.1,0,7.2,1000,477,238.5,0,agentic,0,0,22,no_action,325.0,RTT=12.7ms within SLA. Root cause: nominal. No intervention required. LVS=0.82.,81.9,65.6,high,agentic,3,3,5,rb_high_20260608_224136,68,nominal,no_intervention,0.821,no_action,0,0,1,1,1,0,195,0.97
1780931634.030332,2026-06-08 20:43:54,13.46,18.8,0,8.1,1000,571,285.5,0,agentic,0,0,23,no_action,303.3,RTT=13.5ms within SLA. Root cause: nominal. No intervention required. LVS=0.94.,74.8,66.5,high,agentic,3,3,5,rb_high_20260608_224136,69,nominal,no_intervention,0.943,no_action,0,0,2,1,1,0,203,0.97
1780931636.030332,2026-06-08 20:43:56,13.58,19.5,0,136.6,1000,321,160.5,0,agentic,0,0,24,no_action,166.2,RTT=13.6ms within SLA. Root cause: nominal. No intervention required. LVS=0.82.,82.7,71.4,high,agentic,3,3,5,rb_high_20260608_224136,70,nominal,no_intervention,0.818,no_action,0,0,3,1,1,0,186,0.89
1780931638.030332,2026-06-08 20:43:58,13.5,18.8,0,176.4,1000,382,191.0,0,agentic,0,0,25,no_action,94.4,RTT=13.5ms within SLA. Root cause: nominal. No intervention required. LVS=0.92.,74.6,64.3,high,agentic,3,3,5,rb_high_20260608_224136,71,nominal,no_intervention,0.921,no_action,0,0,5,1,0,0,346,0.97
1780931640.030332,2026-06-08 20:44:00,12.92,17.3,0,204.0,1000,375,187.5,0,agentic,0,0,26,no_action,93.2,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.73.,67.7,69.4,high,agentic,3,3,5,rb_high_20260608_224136,72,nominal,no_intervention,0.727,no_action,0,0,4,1,1,0,429,0.775
1780931642.030332,2026-06-08 20:44:02,13.29,15.6,0,165.1,1000,408,204.0,0,agentic,0,0,27,no_action,93.1,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.93.,75.8,65.8,high,agentic,3,3,5,rb_high_20260608_224136,73,nominal,no_intervention,0.931,no_action,0,0,5,1,1,0,291,0.97
1780931644.030332,2026-06-08 20:44:04,13.13,15.2,0,206.1,1000,407,203.5,0,agentic,0,0,28,no_action,227.6,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.90.,71.5,70.5,high,agentic,3,3,5,rb_high_20260608_224136,74,nominal,no_intervention,0.9,no_action,0,0,4,1,1,0,293,0.969
1780931646.030332,2026-06-08 20:44:06,12.86,19.0,0,157.5,1000,340,170.0,0,agentic,0,0,29,no_action,381.4,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.94.,87.2,71.0,high,agentic,3,3,5,rb_high_20260608_224136,75,nominal,no_intervention,0.945,no_action,0,0,4,0,0,0,221,0.97
