timestamp,datetime,urllc_rtt_ms,urllc_rtt_max_ms,urllc_fails,embb_mbps,embb_rate_mbit,mmtc_msgs,mmtc_rate_per_min,sla_violated,orchestrator_type,orchestrator_state,violation_streak,recovery_streak,action_taken,decision_latency_ms,reasoning,node_cpu_percent,node_memory_percent,traffic_level,orchestrator_label,embb_ue_count,urllc_ue_count,mmtc_ue_count,run_id,sample_index,root_cause_assessment,reasoning_category,lever_validity_score,candidate_action,wla_activated,wrong_action_prevented,memory_retrieval_count,memory_assisted,memory_reinforced,memory_overridden,tokens_used,confidence
1780931515.639192,2026-06-08 20:41:55,12.95,15.6,0,125.7,1000,75,37.5,0,agentic,0,0,11,no_action,260.5,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.87.,21.2,78.1,low,agentic,1,1,1,rb_low_20260608_224135,10,nominal,no_intervention,0.867,no_action,0,0,2,1,1,0,479,0.97
1780931517.639192,2026-06-08 20:41:57,13.52,14.7,0,139.0,1000,93,46.5,0,agentic,0,0,12,no_action,237.8,RTT=13.5ms within SLA. Root cause: nominal. No intervention required. LVS=0.85.,15.9,63.5,low,agentic,1,1,1,rb_low_20260608_224135,11,nominal,no_intervention,0.847,no_action,0,0,2,1,1,0,356,0.97
1780931519.639192,2026-06-08 20:41:59,13.06,18.2,0,136.8,1000,105,52.5,0,agentic,0,0,13,no_action,273.5,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.93.,16.6,61.3,low,agentic,1,1,1,rb_low_20260608_224135,12,nominal,no_intervention,0.927,no_action,0,0,4,1,0,0,264,0.97
1780931521.639192,2026-06-08 20:42:01,13.07,19.2,0,130.5,1000,96,48.0,0,agentic,0,0,14,no_action,213.5,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.92.,10.8,70.5,low,agentic,1,1,1,rb_low_20260608_224135,13,nominal,no_intervention,0.917,no_action,0,0,2,1,1,0,165,0.961
1780931523.639192,2026-06-08 20:42:03,13.79,16.7,0,138.8,1000,78,39.0,0,agentic,0,0,15,no_action,379.1,RTT=13.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.92.,17.4,73.9,low,agentic,1,1,1,rb_low_20260608_224135,14,nominal,no_intervention,0.917,no_action,0,0,2,0,0,0,292,0.97
1780931525.639192,2026-06-08 20:42:05,12.83,20.1,0,121.1,1000,74,37.0,0,agentic,0,0,16,no_action,218.6,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.89.,21.1,68.8,low,agentic,1,1,1,rb_low_20260608_224135,15,nominal,no_intervention,0.888,no_action,0,0,3,1,0,0,277,0.97
1780931527.639192,2026-06-08 20:42:07,13.35,15.8,0,111.5,1000,68,34.0,0,agentic,0,0,17,no_action,85.0,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.76.,14.7,73.9,low,agentic,1,1,1,rb_low_20260608_224135,16,nominal,no_intervention,0.755,no_action,0,0,4,1,1,0,461,0.869
1780931529.639192,2026-06-08 20:42:09,13.74,17.9,0,84.1,1000,76,38.0,0,agentic,0,0,18,no_action,160.7,RTT=13.7ms within SLA. Root cause: nominal. No intervention required. LVS=0.89.,15.6,70.8,low,agentic,1,1,1,rb_low_20260608_224135,17,nominal,no_intervention,0.894,no_action,0,0,5,1,1,0,424,0.97
1780931531.639192,2026-06-08 20:42:11,13.74,15.0,0,115.8,1000,98,49.0,0,agentic,0,0,19,no_action,208.4,RTT=13.7ms within SLA. Root cause: nominal. No intervention required. LVS=0.79.,13.6,64.6,low,agentic,1,1,1,rb_low_20260608_224135,18,nominal,no_intervention,0.791,no_action,0,0,5,1,1,0,378,0.914
1780931533.639192,2026-06-08 20:42:13,13.33,18.4,0,82.4,1000,94,47.0,0,agentic,0,0,20,no_action,343.1,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.80.,15.7,70.8,low,agentic,1,1,1,rb_low_20260608_224135,19,nominal,no_intervention,0.796,no_action,0,0,2,0,0,0,468,0.849
1780931535.639192,2026-06-08 20:42:15,12.71,16.3,0,118.2,1000,75,37.5,0,agentic,0,0,21,no_action,137.6,RTT=12.7ms within SLA. Root cause: nominal. No intervention required. LVS=0.83.,29.2,83.5,low,agentic,1,1,1,rb_low_20260608_224135,20,nominal,no_intervention,0.834,no_action,0,0,2,0,0,0,480,0.875
1780931537.639192,2026-06-08 20:42:17,13.5,18.4,0,117.6,1000,109,54.5,0,agentic,0,0,22,no_action,118.8,RTT=13.5ms within SLA. Root cause: nominal. No intervention required. LVS=0.80.,27.3,67.9,low,agentic,1,1,1,rb_low_20260608_224135,21,nominal,no_intervention,0.801,no_action,0,0,5,1,1,0,163,0.97
1780931539.639192,2026-06-08 20:42:19,12.82,15.2,0,171.3,1000,82,41.0,0,agentic,0,0,23,no_action,140.4,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.80.,14.6,74.9,low,agentic,1,1,1,rb_low_20260608_224135,22,nominal,no_intervention,0.797,no_action,0,0,3,1,1,0,294,0.918
1780931541.639192,2026-06-08 20:42:21,12.81,16.2,0,158.9,1000,73,36.5,0,agentic,0,0,24,no_action,168.0,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.73.,21.1,67.0,low,agentic,1,1,1,rb_low_20260608_224135,23,nominal,no_intervention,0.733,no_action,0,0,4,1,1,0,381,0.87
1780931543.639192,2026-06-08 20:42:23,12.97,13.7,0,142.6,1000,74,37.0,0,agentic,0,0,25,no_action,310.4,RTT=13.0ms within SLA. Root cause: nominal. No intervention required. LVS=0.93.,15.2,63.6,low,agentic,1,1,1,rb_low_20260608_224135,24,nominal,no_intervention,0.927,no_action,0,0,4,0,0,0,187,0.97
1780931545.639192,2026-06-08 20:42:25,13.3,19.0,0,150.4,1000,85,42.5,0,agentic,0,0,26,no_action,295.1,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.89.,10.6,73.6,low,agentic,1,1,1,rb_low_20260608_224135,25,nominal,no_intervention,0.891,no_action,0,0,5,1,1,0,236,0.97
1780931547.639192,2026-06-08 20:42:27,13.42,19.7,0,115.7,1000,68,34.0,0,agentic,0,0,27,no_action,318.4,RTT=13.4ms within SLA. Root cause: nominal. No intervention required. LVS=0.81.,13.4,74.9,low,agentic,1,1,1,rb_low_20260608_224135,26,nominal,no_intervention,0.81,no_action,0,0,3,1,1,0,205,0.97
1780931549.639192,2026-06-08 20:42:29,13.3,13.9,0,102.1,1000,58,29.0,0,agentic,0,0,28,no_action,246.7,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.74.,13.2,71.0,low,agentic,1,1,1,rb_low_20260608_224135,27,nominal,no_intervention,0.74,no_action,0,0,1,0,0,0,428,0.834
1780931551.639192,2026-06-08 20:42:31,13.26,19.3,0,67.7,1000,90,45.0,0,agentic,0,0,29,no_action,221.3,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.80.,23.2,66.9,low,agentic,1,1,1,rb_low_20260608_224135,28,nominal,no_intervention,0.797,no_action,0,0,3,0,0,0,226,0.909
1780931553.639192,2026-06-08 20:42:33,12.84,20.1,0,115.3,1000,56,28.0,0,agentic,0,0,30,no_action,82.4,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.79.,19.0,72.5,low,agentic,1,1,1,rb_low_20260608_224135,29,nominal,no_intervention,0.791,no_action,0,0,3,1,1,0,223,0.922
1780931555.639192,2026-06-08 20:42:35,12.78,18.7,0,107.3,1000,96,48.0,0,agentic,0,0,31,no_action,174.2,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.87.,14.6,75.0,low,agentic,1,1,1,rb_low_20260608_224135,30,nominal,no_intervention,0.869,no_action,0,0,1,1,1,0,163,0.97
1780931557.639192,2026-06-08 20:42:37,12.79,18.4,0,180.7,1000,58,29.0,0,agentic,0,0,32,no_action,247.6,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.87.,15.9,68.8,low,agentic,1,1,1,rb_low_20260608_224135,31,nominal,no_intervention,0.871,no_action,0,0,1,1,1,0,350,0.97
1780931559.639192,2026-06-08 20:42:39,12.59,20.0,0,178.4,1000,57,28.5,0,agentic,0,0,33,no_action,281.7,RTT=12.6ms within SLA. Root cause: nominal. No intervention required. LVS=0.92.,17.1,58.5,low,agentic,1,1,1,rb_low_20260608_224135,32,nominal,no_intervention,0.915,no_action,0,0,2,0,0,0,280,0.97
1780931561.639192,2026-06-08 20:42:41,12.84,18.4,0,108.2,1000,85,42.5,0,agentic,0,0,34,no_action,115.0,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.92.,9.8,77.0,low,agentic,1,1,1,rb_low_20260608_224135,33,nominal,no_intervention,0.924,no_action,0,0,4,1,0,0,473,0.97
1780931563.639192,2026-06-08 20:42:43,13.18,17.7,0,131.4,1000,90,45.0,0,agentic,0,0,35,no_action,249.8,RTT=13.2ms within SLA. Root cause: nominal. No intervention required. LVS=0.75.,26.0,76.0,low,agentic,1,1,1,rb_low_20260608_224135,34,nominal,no_intervention,0.747,no_action,0,0,3,1,0,0,374,0.9
1780931565.639192,2026-06-08 20:42:45,12.72,18.5,0,152.3,1000,101,50.5,0,agentic,0,0,36,no_action,119.2,RTT=12.7ms within SLA. Root cause: nominal. No intervention required. LVS=0.81.,19.5,74.0,low,agentic,1,1,1,rb_low_20260608_224135,35,nominal,no_intervention,0.806,no_action,0,0,2,1,1,0,423,0.97
1780931567.639192,2026-06-08 20:42:47,13.2,19.2,0,101.4,1000,100,50.0,0,agentic,0,0,37,no_action,126.9,RTT=13.2ms within SLA. Root cause: nominal. No intervention required. LVS=0.72.,27.0,65.9,low,agentic,1,1,1,rb_low_20260608_224135,36,nominal,no_intervention,0.721,no_action,0,0,3,1,1,0,264,0.804
1780931569.639192,2026-06-08 20:42:49,12.81,15.5,0,126.4,1000,85,42.5,0,agentic,0,0,38,no_action,291.3,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.79.,22.3,70.9,low,agentic,1,1,1,rb_low_20260608_224135,37,nominal,no_intervention,0.786,no_action,0,0,1,1,1,0,197,0.954
1780931571.639192,2026-06-08 20:42:51,13.13,16.6,0,72.8,1000,65,32.5,0,agentic,0,0,39,no_action,97.6,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.90.,17.8,64.8,low,agentic,1,1,1,rb_low_20260608_224135,38,nominal,no_intervention,0.895,no_action,0,0,5,1,1,0,236,0.939
1780931573.639192,2026-06-08 20:42:53,13.3,14.5,0,166.1,1000,86,43.0,0,agentic,0,0,40,no_action,179.2,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.89.,30.3,64.8,low,agentic,1,1,1,rb_low_20260608_224135,39,nominal,no_intervention,0.893,no_action,0,0,5,1,1,0,217,0.933
1780931575.639192,2026-06-08 20:42:55,12.91,15.3,0,37.6,1000,93,46.5,0,agentic,0,0,41,no_action,250.1,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.85.,18.0,71.6,low,agentic,1,1,1,rb_low_20260608_224135,40,nominal,no_intervention,0.853,no_action,0,0,4,1,1,0,245,0.932
1780931577.639192,2026-06-08 20:42:57,12.86,17.8,0,155.0,1000,73,36.5,0,agentic,0,0,42,no_action,320.2,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.86.,20.9,62.2,low,agentic,1,1,1,rb_low_20260608_224135,41,nominal,no_intervention,0.862,no_action,0,0,3,1,1,0,316,0.939
1780931579.639192,2026-06-08 20:42:59,13.27,20.1,0,143.3,1000,63,31.5,0,agentic,0,0,43,no_action,274.8,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.81.,15.0,73.2,low,agentic,1,1,1,rb_low_20260608_224135,42,nominal,no_intervention,0.805,no_action,0,0,1,0,0,0,228,0.97
1780931581.639192,2026-06-08 20:43:01,13.41,18.6,0,131.7,1000,81,40.5,0,agentic,0,0,44,no_action,123.8,RTT=13.4ms within SLA. Root cause: nominal. No intervention required. LVS=0.94.,11.0,63.6,low,agentic,1,1,1,rb_low_20260608_224135,43,nominal,no_intervention,0.936,no_action,0,0,1,0,0,0,314,0.97
1780931583.639192,2026-06-08 20:43:03,13.08,15.4,0,91.1,1000,70,35.0,0,agentic,0,0,45,no_action,179.4,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.84.,21.6,71.5,low,agentic,1,1,1,rb_low_20260608_224135,44,nominal,no_intervention,0.836,no_action,0,0,4,0,0,0,362,0.97
1780931585.639192,2026-06-08 20:43:05,12.95,18.6,0,173.1,1000,63,31.5,0,agentic,0,0,46,no_action,258.8,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.75.,19.5,70.7,low,agentic,1,1,1,rb_low_20260608_224135,45,nominal,no_intervention,0.749,no_action,0,0,1,1,1,0,218,0.873
1780931587.639192,2026-06-08 20:43:07,13.18,20.3,0,143.4,1000,96,48.0,0,agentic,0,0,47,no_action,349.3,RTT=13.2ms within SLA. Root cause: nominal. No intervention required. LVS=0.72.,22.2,69.8,low,agentic,1,1,1,rb_low_20260608_224135,46,nominal,no_intervention,0.722,no_action,0,0,1,0,0,0,319,0.855
1780931589.639192,2026-06-08 20:43:09,13.04,13.7,0,128.1,1000,96,48.0,0,agentic,0,0,48,no_action,357.1,RTT=13.0ms within SLA. Root cause: nominal. No intervention required. LVS=0.87.,23.5,73.0,low,agentic,1,1,1,rb_low_20260608_224135,47,nominal,no_intervention,0.873,no_action,0,0,3,1,1,0,162,0.97
1780931591.639192,2026-06-08 20:43:11,13.46,18.2,0,87.6,1000,86,43.0,0,agentic,0,0,49,no_action,239.1,RTT=13.5ms within SLA. Root cause: nominal. No intervention required. LVS=0.77.,18.2,65.7,low,agentic,1,1,1,rb_low_20260608_224135,48,nominal,no_intervention,0.769,no_action,0,0,1,1,1,0,228,0.879
1780931593.639192,2026-06-08 20:43:13,12.72,18.2,0,90.3,1000,77,38.5,0,agentic,0,0,50,no_action,119.2,RTT=12.7ms within SLA. Root cause: nominal. No intervention required. LVS=0.92.,19.3,69.2,low,agentic,1,1,1,rb_low_20260608_224135,49,nominal,no_intervention,0.924,no_action,0,0,3,1,0,0,476,0.97
1780931595.639192,2026-06-08 20:43:15,12.87,21.3,0,6.5,1000,81,40.5,0,agentic,0,0,51,no_action,361.1,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.89.,13.5,66.0,low,agentic,1,1,1,rb_low_20260608_224135,50,nominal,no_intervention,0.89,no_action,0,0,3,0,0,0,211,0.942
1780931597.639192,2026-06-08 20:43:17,13.11,20.8,0,4.4,1000,107,53.5,0,agentic,0,0,52,no_action,311.1,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.89.,24.7,73.9,low,agentic,1,1,1,rb_low_20260608_224135,51,nominal,no_intervention,0.892,no_action,0,0,4,1,0,0,221,0.964
1780931599.639192,2026-06-08 20:43:19,13.33,23.2,1,10.6,1000,86,43.0,0,agentic,0,0,53,no_action,125.4,RTT=13.3ms within SLA. Root cause: nominal. No intervention required. LVS=0.87.,12.7,63.6,low,agentic,1,1,1,rb_low_20260608_224135,52,nominal,no_intervention,0.867,no_action,0,0,1,1,1,0,226,0.97
1780931601.639192,2026-06-08 20:43:21,13.22,17.2,0,5.3,1000,62,31.0,0,agentic,0,0,54,no_action,323.4,RTT=13.2ms within SLA. Root cause: nominal. No intervention required. LVS=0.74.,13.4,74.0,low,agentic,1,1,1,rb_low_20260608_224135,53,nominal,no_intervention,0.743,no_action,0,0,4,1,1,0,403,0.848
1780931603.639192,2026-06-08 20:43:23,12.88,20.5,0,7.7,1000,85,42.5,0,agentic,0,0,55,no_action,155.5,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.88.,14.9,61.6,low,agentic,1,1,1,rb_low_20260608_224135,54,nominal,no_intervention,0.876,no_action,0,0,5,1,1,0,342,0.97
1780931605.639192,2026-06-08 20:43:25,13.92,22.6,0,6.7,1000,64,32.0,0,agentic,0,0,56,no_action,156.6,RTT=13.9ms within SLA. Root cause: embb_congestion. No intervention required. LVS=0.85.,25.4,68.2,low,agentic,1,1,1,rb_low_20260608_224135,55,embb_congestion,no_intervention,0.849,no_action,0,0,2,0,0,0,387,0.97
1780931607.639192,2026-06-08 20:43:27,13.08,17.1,0,4.4,1000,91,45.5,0,agentic,0,0,57,no_action,372.7,RTT=13.1ms within SLA. Root cause: nominal. No intervention required. LVS=0.79.,20.5,65.5,low,agentic,1,1,1,rb_low_20260608_224135,56,nominal,no_intervention,0.785,no_action,0,0,3,1,0,0,268,0.86
1780931609.639192,2026-06-08 20:43:29,17.51,23.5,0,5.2,200,75,37.5,1,agentic,1,1,0,throttle_embb,286.7,RTT=17.5ms exceeded 15.0ms SLA. Root cause: embb_congestion. Reactive throttle applied. Trend=rising. LVS=0.83.,21.0,67.1,low,agentic,1,1,1,rb_low_20260608_224135,57,embb_congestion,reactive_throttle,0.835,throttle_embb,0,0,3,0,0,0,450,0.97
1780931611.639192,2026-06-08 20:43:31,13.46,16.4,0,3.8,200,76,38.0,0,agentic,1,0,1,no_action,84.5,RTT=13.5ms within SLA. Root cause: nominal. No intervention required. LVS=0.80.,21.9,66.8,low,agentic,1,1,1,rb_low_20260608_224135,58,nominal,no_intervention,0.803,no_action,0,0,3,1,0,0,338,0.935
1780931613.639192,2026-06-08 20:43:33,12.95,16.4,0,6.3,200,72,36.0,0,agentic,1,0,2,no_action,180.6,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.81.,14.9,81.8,low,agentic,1,1,1,rb_low_20260608_224135,59,nominal,no_intervention,0.811,no_action,0,0,4,1,1,0,184,0.9
1780931615.639192,2026-06-08 20:43:35,13.76,18.9,0,7.9,200,73,36.5,0,agentic,1,0,3,no_action,95.2,RTT=13.8ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.81.,20.7,63.4,low,agentic,1,1,1,rb_low_20260608_224135,60,recovery_phase,no_intervention,0.807,no_action,0,0,4,0,0,0,422,0.868
1780931617.639192,2026-06-08 20:43:37,12.99,22.0,0,7.0,200,67,33.5,0,agentic,1,0,4,no_action,350.1,RTT=13.0ms within SLA. Root cause: nominal. No intervention required. LVS=0.84.,17.0,69.9,low,agentic,1,1,1,rb_low_20260608_224135,61,nominal,no_intervention,0.84,no_action,0,0,1,1,1,0,454,0.876
1780931619.639192,2026-06-08 20:43:39,13.44,21.3,0,5.5,400,96,48.0,0,agentic,1,0,5,restore_embb,379.3,RTT stable at 13.4ms. Root cause: recovery_phase. Graduated eMBB restore. LVS=0.84.,24.5,70.2,low,agentic,1,1,1,rb_low_20260608_224135,62,recovery_phase,graduated_restore,0.838,restore_embb,0,0,1,0,0,0,363,0.97
1780931621.639192,2026-06-08 20:43:41,12.99,22.6,0,7.9,400,65,32.5,0,agentic,1,0,6,no_action,311.9,RTT=13.0ms within SLA. Root cause: nominal. No intervention required. LVS=0.83.,20.1,74.6,low,agentic,1,1,1,rb_low_20260608_224135,63,nominal,no_intervention,0.834,no_action,0,0,3,1,1,0,427,0.97
1780931623.639192,2026-06-08 20:43:43,12.93,24.9,0,9.2,400,108,54.0,0,agentic,1,0,7,no_action,309.7,RTT=12.9ms within SLA. Root cause: nominal. No intervention required. LVS=0.82.,26.5,75.6,low,agentic,1,1,1,rb_low_20260608_224135,64,nominal,no_intervention,0.817,no_action,0,0,5,0,0,0,255,0.853
1780931625.639192,2026-06-08 20:43:45,13.23,20.4,0,6.2,400,64,32.0,0,agentic,1,0,8,no_action,117.1,RTT=13.2ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.81.,17.3,73.1,low,agentic,1,1,1,rb_low_20260608_224135,65,recovery_phase,no_intervention,0.808,no_action,0,0,1,1,1,0,177,0.92
1780931627.639192,2026-06-08 20:43:47,13.17,18.6,0,9.3,400,99,49.5,0,agentic,1,0,9,no_action,344.9,RTT=13.2ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.79.,11.4,64.7,low,agentic,1,1,1,rb_low_20260608_224135,66,recovery_phase,no_intervention,0.79,no_action,0,0,5,0,0,0,331,0.891
1780931629.639192,2026-06-08 20:43:49,13.13,21.0,0,3.8,800,58,29.0,0,agentic,1,0,10,restore_embb,103.7,RTT stable at 13.1ms. Root cause: recovery_phase. Graduated eMBB restore. LVS=0.95.,19.3,76.0,low,agentic,1,1,1,rb_low_20260608_224135,67,recovery_phase,graduated_restore,0.946,restore_embb,0,0,3,0,0,0,198,0.97
1780931631.639192,2026-06-08 20:43:51,13.1,15.4,0,8.7,800,85,42.5,0,agentic,1,0,11,no_action,369.5,RTT=13.1ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.91.,17.4,72.6,low,agentic,1,1,1,rb_low_20260608_224135,68,recovery_phase,no_intervention,0.908,no_action,0,0,2,1,1,0,463,0.97
1780931633.639192,2026-06-08 20:43:53,12.82,20.1,0,5.2,800,69,34.5,0,agentic,1,0,12,no_action,125.2,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.94.,16.1,75.7,low,agentic,1,1,1,rb_low_20260608_224135,69,nominal,no_intervention,0.944,no_action,0,0,4,0,0,0,196,0.97
1780931635.639192,2026-06-08 20:43:55,13.27,22.0,0,7.0,800,78,39.0,0,agentic,1,0,13,no_action,356.2,RTT=13.3ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.75.,10.2,69.0,low,agentic,1,1,1,rb_low_20260608_224135,70,recovery_phase,no_intervention,0.748,no_action,0,0,5,1,1,0,459,0.81
1780931637.639192,2026-06-08 20:43:57,13.26,23.1,1,5.4,800,74,37.0,0,agentic,1,0,14,no_action,188.1,RTT=13.3ms within SLA. Root cause: recovery_phase. No intervention required. LVS=0.82.,17.6,63.1,low,agentic,1,1,1,rb_low_20260608_224135,71,recovery_phase,no_intervention,0.819,no_action,0,0,1,1,1,0,426,0.922
1780931639.639192,2026-06-08 20:43:59,13.38,21.4,0,5.2,1000,85,42.5,0,agentic,0,0,15,restore_embb,352.0,RTT stable at 13.4ms. Root cause: recovery_phase. Graduated eMBB restore. LVS=0.92.,14.4,75.6,low,agentic,1,1,1,rb_low_20260608_224135,72,recovery_phase,graduated_restore,0.916,restore_embb,0,0,2,0,0,0,464,0.97
1780931641.639192,2026-06-08 20:44:01,13.17,20.5,0,6.9,1000,83,41.5,0,agentic,0,0,16,no_action,291.2,RTT=13.2ms within SLA. Root cause: nominal. No intervention required. LVS=0.84.,27.6,70.5,low,agentic,1,1,1,rb_low_20260608_224135,73,nominal,no_intervention,0.839,no_action,0,0,1,1,1,0,388,0.929
1780931643.639192,2026-06-08 20:44:03,12.8,21.7,0,3.8,1000,60,30.0,0,agentic,0,0,17,no_action,224.1,RTT=12.8ms within SLA. Root cause: nominal. No intervention required. LVS=0.84.,17.0,63.8,low,agentic,1,1,1,rb_low_20260608_224135,74,nominal,no_intervention,0.844,no_action,0,0,4,1,1,0,413,0.963
1780931645.639192,2026-06-08 20:44:05,13.47,21.6,0,7.5,1000,84,42.0,0,agentic,0,0,18,no_action,314.8,RTT=13.5ms within SLA. Root cause: nominal. No intervention required. LVS=0.86.,15.8,66.3,low,agentic,1,1,1,rb_low_20260608_224135,75,nominal,no_intervention,0.862,no_action,0,0,2,1,1,0,252,0.937
1780931647.639192,2026-06-08 20:44:07,13.64,23.7,0,6.8,1000,35,17.5,0,agentic,0,0,19,no_action,227.5,RTT=13.6ms within SLA. Root cause: nominal. No intervention required. LVS=0.79.,16.4,73.3,low,agentic,1,1,1,rb_low_20260608_224135,76,nominal,no_intervention,0.792,no_action,0,0,1,1,1,0,284,0.842
