ts,slice,iface,ip,rx,rxp,tx,txp,rtt_ms,loss,exists
2025-12-25T18:31:51.248611Z,embb,ogstun,10.45.0.1,,,51520,920,0.294,0,1
2025-12-25T18:31:51.248611Z,urllc,uesimtun2,10.46.0.2,61469,1166,86760,1765,2.540,0,1
2025-12-25T18:31:51.248611Z,mmtc,uesimtun1,10.47.0.2,69248,1342,97236,1956,1.455,0,1
2025-12-25T18:31:51.498008Z,embb,ogstun,10.45.0.1,,,51520,920,1.221,0,1
2025-12-25T18:31:51.498008Z,urllc,uesimtun2,10.46.0.2,61686,1170,87044,1771,1.991,0,1
2025-12-25T18:31:51.498008Z,mmtc,uesimtun1,10.47.0.2,69413,1345,97480,1961,1.653,0,1
2025-12-25T18:31:51.748025Z,embb,ogstun,10.45.0.1,,,51520,920,0.275,0,1
2025-12-25T18:31:51.748025Z,urllc,uesimtun2,10.46.0.2,61903,1174,87328,1777,2.647,0,1
2025-12-25T18:31:51.748025Z,mmtc,uesimtun1,10.47.0.2,69670,1350,97824,1968,4.825,0,1
2025-12-25T18:31:51.998110Z,embb,ogstun,10.45.0.1,,,51520,920,0.703,0,1
2025-12-25T18:31:51.998110Z,urllc,uesimtun2,10.46.0.2,62120,1178,87612,1783,2.190,0,1
2025-12-25T18:31:51.998110Z,mmtc,uesimtun1,10.47.0.2,69967,1356,98228,1976,1.967,0,1
2025-12-25T18:31:52.248013Z,embb,ogstun,10.45.0.1,,,51520,920,0.274,0,1
2025-12-25T18:31:52.248013Z,urllc,uesimtun2,10.46.0.2,62285,1181,87856,1788,1.522,0,1
2025-12-25T18:31:52.248013Z,mmtc,uesimtun1,10.47.0.2,70184,1360,98512,1982,1.792,0,1
2025-12-25T18:31:52.497791Z,embb,ogstun,10.45.0.1,,,51520,920,1.857,0,1
2025-12-25T18:31:52.497791Z,urllc,uesimtun2,10.46.0.2,62542,1186,88200,1795,3.247,0,1
2025-12-25T18:31:52.497791Z,mmtc,uesimtun1,10.47.0.2,70349,1363,98756,1987,1.422,0,1
2025-12-25T18:31:52.747780Z,embb,ogstun,10.45.0.1,,,51520,920,0.423,0,1
2025-12-25T18:31:52.747780Z,urllc,uesimtun2,10.46.0.2,62707,1189,88444,1800,1.432,0,1
2025-12-25T18:31:52.747780Z,mmtc,uesimtun1,10.47.0.2,70514,1366,99000,1992,2.216,0,1
2025-12-25T18:31:52.997840Z,embb,ogstun,10.45.0.1,,,51520,920,0.415,0,1
2025-12-25T18:31:52.997840Z,urllc,uesimtun2,10.46.0.2,62964,1194,88788,1807,1.348,0,1
2025-12-25T18:31:52.997840Z,mmtc,uesimtun1,10.47.0.2,70719,1370,99304,1998,1.253,0,1
2025-12-25T18:31:53.248176Z,embb,ogstun,10.45.0.1,,,51520,920,0.273,0,1
2025-12-25T18:31:53.248176Z,urllc,uesimtun2,10.46.0.2,63129,1197,89032,1812,1.539,0,1
2025-12-25T18:31:53.248176Z,mmtc,uesimtun1,10.47.0.2,70924,1374,99608,2004,3.187,0,1
2025-12-25T18:31:53.498299Z,embb,ogstun,10.45.0.1,,,51520,920,1.092,0,1
2025-12-25T18:31:53.498299Z,urllc,uesimtun2,10.46.0.2,63346,1201,89316,1818,2.596,0,1
2025-12-25T18:31:53.498299Z,mmtc,uesimtun1,10.47.0.2,71089,1377,99852,2009,1.321,0,1
2025-12-25T18:31:53.748168Z,embb,ogstun,10.45.0.1,,,51520,920,0.465,0,1
2025-12-25T18:31:53.748168Z,urllc,uesimtun2,10.46.0.2,63551,1205,89620,1824,2.321,0,1
2025-12-25T18:31:53.748168Z,mmtc,uesimtun1,10.47.0.2,71254,1380,100096,2014,1.905,0,1
2025-12-25T18:31:53.998028Z,embb,ogstun,10.45.0.1,,,51520,920,0.358,0,1
2025-12-25T18:31:53.998028Z,urllc,uesimtun2,10.46.0.2,63716,1208,89864,1829,1.286,0,1
2025-12-25T18:31:53.998028Z,mmtc,uesimtun1,10.47.0.2,71459,1384,100400,2020,1.305,0,1
2025-12-25T18:31:54.248485Z,embb,ogstun,10.45.0.1,,,51520,920,1.037,0,1
2025-12-25T18:31:54.248485Z,urllc,uesimtun2,10.46.0.2,63933,1212,90148,1835,2.237,0,1
2025-12-25T18:31:54.248485Z,mmtc,uesimtun1,10.47.0.2,71624,1387,100644,2025,1.554,0,1
2025-12-25T18:31:54.498006Z,embb,ogstun,10.45.0.1,,,51520,920,1.975,0,1
2025-12-25T18:31:54.498006Z,urllc,uesimtun2,10.46.0.2,64098,1215,90392,1840,1.626,0,1
2025-12-25T18:31:54.498006Z,mmtc,uesimtun1,10.47.0.2,71829,1391,100948,2031,1.364,0,1
2025-12-25T18:31:54.748258Z,embb,ogstun,10.45.0.1,,,51520,920,1.060,0,1
2025-12-25T18:31:54.748258Z,urllc,uesimtun2,10.46.0.2,64263,1218,90636,1845,8.320,0,1
2025-12-25T18:31:54.748258Z,mmtc,uesimtun1,10.47.0.2,71994,1394,101192,2036,1.693,0,1
2025-12-25T18:31:54.998071Z,embb,ogstun,10.45.0.1,,,51520,920,0.235,0,1
2025-12-25T18:31:54.998071Z,urllc,uesimtun2,10.46.0.2,64428,1221,90880,1850,1.936,0,1
2025-12-25T18:31:54.998071Z,mmtc,uesimtun1,10.47.0.2,72199,1398,101496,2042,1.437,0,1
2025-12-25T18:31:55.248257Z,embb,ogstun,10.45.0.1,,,51520,920,0.278,0,1
2025-12-25T18:31:55.248257Z,urllc,uesimtun2,10.46.0.2,64645,1225,91164,1856,1.402,0,1
2025-12-25T18:31:55.248257Z,mmtc,uesimtun1,10.47.0.2,72404,1402,101800,2048,2.875,0,1
2025-12-25T18:31:55.498095Z,embb,ogstun,10.45.0.1,,,51520,920,1.512,0,1
2025-12-25T18:31:55.498095Z,urllc,uesimtun2,10.46.0.2,64810,1228,91408,1861,1.118,0,1
2025-12-25T18:31:55.498095Z,mmtc,uesimtun1,10.47.0.2,72661,1407,102144,2055,1.124,0,1
2025-12-25T18:31:55.747982Z,embb,ogstun,10.45.0.1,,,51520,920,0.603,0,1
2025-12-25T18:31:55.747982Z,urllc,uesimtun2,10.46.0.2,65027,1232,91692,1867,14.483,0,1
2025-12-25T18:31:55.747982Z,mmtc,uesimtun1,10.47.0.2,72826,1410,102388,2060,1.455,0,1
2025-12-25T18:31:55.998389Z,embb,ogstun,10.45.0.1,,,51520,920,0.999,0,1
2025-12-25T18:31:55.998389Z,urllc,uesimtun2,10.46.0.2,65284,1237,92036,1874,2.563,0,1
2025-12-25T18:31:55.998389Z,mmtc,uesimtun1,10.47.0.2,73071,1415,102752,2067,1.302,0,1
2025-12-25T18:31:56.248390Z,embb,ogstun,10.45.0.1,,,51520,920,1.225,0,1
2025-12-25T18:31:56.248390Z,urllc,uesimtun2,10.46.0.2,65449,1240,92280,1879,2.126,0,1
2025-12-25T18:31:56.248390Z,mmtc,uesimtun1,10.47.0.2,73236,1418,102996,2072,1.832,0,1
2025-12-25T18:31:56.497994Z,embb,ogstun,10.45.0.1,,,51520,920,0.257,0,1
2025-12-25T18:31:56.497994Z,urllc,uesimtun2,10.46.0.2,65614,1243,92524,1884,2.563,0,1
2025-12-25T18:31:56.497994Z,mmtc,uesimtun1,10.47.0.2,73453,1422,103280,2078,1.970,0,1
2025-12-25T18:31:56.747934Z,embb,ogstun,10.45.0.1,,,51520,920,0.258,0,1
2025-12-25T18:31:56.747934Z,urllc,uesimtun2,10.46.0.2,65831,1247,92808,1890,17.380,0,1
2025-12-25T18:31:56.747934Z,mmtc,uesimtun1,10.47.0.2,73670,1426,103564,2084,1.463,0,1
2025-12-25T18:31:56.997803Z,embb,ogstun,10.45.0.1,,,51520,920,0.300,0,1
2025-12-25T18:31:56.997803Z,urllc,uesimtun2,10.46.0.2,66116,1253,93232,1898,3.090,0,1
2025-12-25T18:31:56.997803Z,mmtc,uesimtun1,10.47.0.2,73927,1431,103908,2091,1.433,0,1
2025-12-25T18:31:57.247981Z,embb,ogstun,10.45.0.1,,,51520,920,0.472,0,1
2025-12-25T18:31:57.247981Z,urllc,uesimtun2,10.46.0.2,66361,1258,93596,1905,2.668,0,1
2025-12-25T18:31:57.247981Z,mmtc,uesimtun1,10.47.0.2,74132,1435,104212,2097,1.786,0,1
2025-12-25T18:31:57.498463Z,embb,ogstun,10.45.0.1,,,51520,920,0.276,0,1
2025-12-25T18:31:57.498463Z,urllc,uesimtun2,10.46.0.2,66526,1261,93840,1910,1.922,0,1
2025-12-25T18:31:57.498463Z,mmtc,uesimtun1,10.47.0.2,74349,1439,104496,2103,1.658,0,1
2025-12-25T18:31:57.748681Z,embb,ogstun,10.45.0.1,,,51520,920,0.382,0,1
2025-12-25T18:31:57.748681Z,urllc,uesimtun2,10.46.0.2,66691,1264,94084,1915,2.983,0,1
2025-12-25T18:31:57.748681Z,mmtc,uesimtun1,10.47.0.2,74514,1442,104740,2108,1.323,0,1
2025-12-25T18:31:57.998075Z,embb,ogstun,10.45.0.1,,,51520,920,0.324,0,1
2025-12-25T18:31:57.998075Z,urllc,uesimtun2,10.46.0.2,66948,1269,94428,1922,1.192,0,1
2025-12-25T18:31:57.998075Z,mmtc,uesimtun1,10.47.0.2,74771,1447,105084,2115,1.739,0,1
2025-12-25T18:31:58.248024Z,embb,ogstun,10.45.0.1,,,51520,920,0.284,0,1
2025-12-25T18:31:58.248024Z,urllc,uesimtun2,10.46.0.2,67113,1272,94672,1927,1.366,0,1
2025-12-25T18:31:58.248024Z,mmtc,uesimtun1,10.47.0.2,74976,1451,105388,2121,1.478,0,1
2025-12-25T18:31:58.498012Z,embb,ogstun,10.45.0.1,,,51520,920,0.410,0,1
2025-12-25T18:31:58.498012Z,urllc,uesimtun2,10.46.0.2,67278,1275,94916,1932,1.201,0,1
2025-12-25T18:31:58.498012Z,mmtc,uesimtun1,10.47.0.2,75181,1455,105692,2127,1.941,0,1
2025-12-25T18:31:58.769816Z,embb,ogstun,10.45.0.1,,,51520,920,0.604,0,1
2025-12-25T18:31:58.769816Z,urllc,uesimtun2,10.46.0.2,67495,1279,95200,1938,29.244,0,1
2025-12-25T18:31:58.769816Z,mmtc,uesimtun1,10.47.0.2,75398,1459,105976,2133,1.786,0,1
2025-12-25T18:31:58.999048Z,embb,ogstun,10.45.0.1,,,51520,920,0.665,0,1
2025-12-25T18:31:58.999048Z,urllc,uesimtun2,10.46.0.2,67712,1283,95484,1944,2.690,0,1
2025-12-25T18:31:58.999048Z,mmtc,uesimtun1,10.47.0.2,75603,1463,106280,2139,2.327,0,1
2025-12-25T18:31:59.247834Z,embb,ogstun,10.45.0.1,,,51520,920,0.374,0,1
2025-12-25T18:31:59.247834Z,urllc,uesimtun2,10.46.0.2,67877,1286,95728,1949,1.354,0,1
2025-12-25T18:31:59.247834Z,mmtc,uesimtun1,10.47.0.2,75808,1467,106584,2145,1.867,0,1
2025-12-25T18:31:59.497834Z,embb,ogstun,10.45.0.1,,,51520,920,0.804,0,1
2025-12-25T18:31:59.497834Z,urllc,uesimtun2,10.46.0.2,68094,1290,96012,1955,2.024,0,1
2025-12-25T18:31:59.497834Z,mmtc,uesimtun1,10.47.0.2,75973,1470,106828,2150,1.358,0,1
2025-12-25T18:31:59.747873Z,embb,ogstun,10.45.0.1,,,51520,920,0.346,0,1
2025-12-25T18:31:59.747873Z,urllc,uesimtun2,10.46.0.2,68259,1293,96256,1960,2.117,0,1
2025-12-25T18:31:59.747873Z,mmtc,uesimtun1,10.47.0.2,76138,1473,107072,2155,1.741,0,1
2025-12-25T18:31:59.997992Z,embb,ogstun,10.45.0.1,,,51520,920,0.251,0,1
2025-12-25T18:31:59.997992Z,urllc,uesimtun2,10.46.0.2,68424,1296,96500,1965,2.312,0,1
2025-12-25T18:31:59.997992Z,mmtc,uesimtun1,10.47.0.2,76303,1476,107316,2160,1.966,0,1
2025-12-25T18:32:00.248067Z,embb,ogstun,10.45.0.1,,,51520,920,0.377,0,1
2025-12-25T18:32:00.248067Z,urllc,uesimtun2,10.46.0.2,68589,1299,96744,1970,5.791,0,1
2025-12-25T18:32:00.248067Z,mmtc,uesimtun1,10.47.0.2,76468,1479,107620,2166,4.610,0,1
2025-12-25T18:32:00.497903Z,embb,ogstun,10.45.0.1,,,51520,920,0.244,0,1
2025-12-25T18:32:00.497903Z,urllc,uesimtun2,10.46.0.2,68754,1302,96988,1975,2.671,0,1
2025-12-25T18:32:00.497903Z,mmtc,uesimtun1,10.47.0.2,76725,1484,107904,2172,1.526,0,1
2025-12-25T18:32:00.747932Z,embb,ogstun,10.45.0.1,,,51520,920,0.302,0,1
2025-12-25T18:32:00.747932Z,urllc,uesimtun2,10.46.0.2,68971,1306,97272,1981,17.287,0,1
2025-12-25T18:32:00.747932Z,mmtc,uesimtun1,10.47.0.2,76942,1488,108188,2178,2.192,0,1
2025-12-25T18:32:00.997778Z,embb,ogstun,10.45.0.1,,,51520,920,0.622,0,1
2025-12-25T18:32:00.997778Z,urllc,uesimtun2,10.46.0.2,69188,1310,97556,1987,1.264,0,1
2025-12-25T18:32:00.997778Z,mmtc,uesimtun1,10.47.0.2,77199,1493,108532,2185,1.208,0,1
2025-12-25T18:32:01.247789Z,embb,ogstun,10.45.0.1,,,51520,920,0.896,0,1
2025-12-25T18:32:01.247789Z,urllc,uesimtun2,10.46.0.2,69405,1314,97840,1993,1.785,0,1
2025-12-25T18:32:01.247789Z,mmtc,uesimtun1,10.47.0.2,77416,1497,108816,2191,1.059,0,1
2025-12-25T18:32:01.497928Z,embb,ogstun,10.45.0.1,,,51520,920,0.396,0,1
2025-12-25T18:32:01.497928Z,urllc,uesimtun2,10.46.0.2,69570,1317,98084,1998,1.203,0,1
2025-12-25T18:32:01.497928Z,mmtc,uesimtun1,10.47.0.2,77621,1501,109120,2197,2.252,0,1
2025-12-25T18:32:01.747821Z,embb,ogstun,10.45.0.1,,,51520,920,0.242,0,1
2025-12-25T18:32:01.747821Z,urllc,uesimtun2,10.46.0.2,69827,1322,98428,2005,3.800,0,1
2025-12-25T18:32:01.747821Z,mmtc,uesimtun1,10.47.0.2,77786,1504,109364,2202,1.978,0,1
2025-12-25T18:32:01.998004Z,embb,ogstun,10.45.0.1,,,51520,920,0.311,0,1
2025-12-25T18:32:01.998004Z,urllc,uesimtun2,10.46.0.2,69992,1325,98672,2010,2.403,0,1
2025-12-25T18:32:01.998004Z,mmtc,uesimtun1,10.47.0.2,78123,1511,109828,2211,1.704,0,1
